,Address,Price per month €,Capacity,Link
5165,"Clancy Quay, South Circular Road, Islandbridge, Dublin 8",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-by-kennedy-wilson-dublin-8/2316731
2394,"20 Waterside Drive, Malahide, Co. Dublin",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/20-Waterside-Drive-Malahide-Co-Dublin/5482939
3782,"The Hardwick, Smithfield, Dublin 7",1700.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-hardwick-smithfield-dublin-7/4512202
5164,"48 Merrion Road, Ballsbridge, Dublin 4",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-48-merrion-road-ballsbridge-dublin-4/3428854
5163,"Aungier St, Dublin, Dublin 2",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-aungier-st-dublin-dublin-2/3270835
2401,"Kinahan Street, off Infirmary Road",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Kinahan-Street-off-Infirmary-Road/5481504
3778,"Malahide Road, Donnycarney, Dublin 3",1700.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/malahide-road-donnycarney-dublin-3/4512225
5162,"Argyle, Custom House Harbour Apartments, IFSC, Dublin 1",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-argyle-custom-house-harbour-apartments-ifsc-dublin-1/2943978
1691,"2 Edenvale, Eden Court, Rathfarnham, Dublin 14",1700.0,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/2-Edenvale-Eden-Court-Rathfarnham-Dublin-14/4659893/
1693,"Luxury Studio Apartment, New Luxury Studio Apartments at Clancy Quay,Dublin, Dublin 8",1700.0,studio apartment to rent,https://www.rent.ie/houses-to-let/Luxury-Studio-Apartment-New-Luxury-Studio-Apartments-at-Clancy-QuayDublin-Dublin-8/4655657/
3526,by Kennedy Wilson,1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/by-Kennedy-Wilson/2028765
2909,"College Court, Kevin Street Lower",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/College-Court-Kevin-Street-Lower/5260226
2415,"Seapark Apartments, Mount Prospect Avenue",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Seapark-Apartments-Mount-Prospect-Avenue/5476731
2863,"Highgrove, Mount Talbot, Clondalkin, Dublin 22",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Highgrove-Mount-Talbot-Clondalkin-Dublin-22/5282334
5142,"Highgrove, Mount Talbot, Clondalkin, Dublin 22",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-highgrove-mount-talbot-clondalkin-dublin-22/3413665
1747,"Rear 80 South Circular Road, South Circular Road, Dublin 8",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Rear-80-South-Circular-Road-South-Circular-Road-Dublin-8/4524810/
2152,"1 Bedroom Apartment, by Kennedy Wilson, Dublin 8",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-by-Kennedy-Wilson-Dublin-8/2028765/
5137,"New Luxury Studio Apartments at Clancy Quay, Dublin, South Circular Road, Dublin 8",1700.0,Studio,https://www.daft.ie//for-rent/studio-apartment-luxury-studio-apartment-new-luxury-studio-apartments-at-clancy-quay-dublin-dublin-8/3204423
5136,"1 The Strand, Baldoyle Road, Sutton, Dublin 13",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-the-strand-baldoyle-road-sutton-dublin-13/3428877
3415,"Flat 7, 16 Grove Park",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Flat-7-16-Grove-Park/3240313
2498,College View,1700.0,"2 bedrooms (2 double), 1 bathroom flat",https://www.let.ie/property-to-rent/College-View/5456469
2728,"Academy Building, Park West, Dublin 12, Co. Dublin",1700.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Academy-Building-Park-West-Dublin-12-Co-Dublin/5228669
2721,Harolds Cross Cottages,1700.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Harolds-Cross-Cottages/5369098
2719,"Tramway Court, Tallaght",1700.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Tramway-Court-Tallaght/5369115
2704,"Semple House, Custom House Square, IFSC",1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Semple-House-Custom-House-Square-IFSC/5378386
125,"Kinahan Street, Off Infirmary Road, Arbour Hill, Dublin 7",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Kinahan-Street-Off-Infirmary-Road-Arbour-Hill-Dublin-7/5481504/
1890,"Argyle, Custom House Harbour Apartments, IFSC, Dublin 1",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Argyle-Custom-House-Harbour-Apartments-IFSC-Dublin-1/3985940/
2018,"New Cabra Road, Cabra, Dublin 7",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/New-Cabra-Road-Cabra-Dublin-7/3158701/
2684,Westland Square,1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Westland-Square/5384579
629,"104 Galtrim Grange, Malahide, Co. Dublin",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/104-Galtrim-Grange-Malahide-Co-Dublin/5393200/
2668,104 Galtrim Grange,1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/104-Galtrim-Grange/5393200
472,"17 Mimosa Hall, Leopardstown, Dublin 18",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/17-Mimosa-Hall-Leopardstown-Dublin-18/5422815/
392,"Grand Canal Wharf, South Dock, Road, Dublin 4",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Grand-Canal-Wharf-South-Dock-Road-Dublin-4/5440024/
1942,"Boyne House, Custom House Square, IFSC, Dublin 1",1700.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Boyne-House-Custom-House-Square-IFSC-Dublin-1/3745815/
2549,"Grand Canal Wharf, South Dock, Road",1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Grand-Canal-Wharf-South-Dock-Road/5440024
2616,"1 The Strand, Baldoyle Road",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-The-Strand-Baldoyle-Road/5415785
2005,"Flat 7, 16 Grove Park, Rathmines, Dublin 6",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-7-16-Grove-Park-Rathmines-Dublin-6/3240313/
115,"20 Waterside Drive, Malahide, Co. Dublin",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/20-Waterside-Drive-Malahide-Co-Dublin/5482939/
782,"Apartment 124, Westend Village, Blanchardstown, Dublin 15",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-124-Westend-Village-Blanchardstown-Dublin-15/5346469/
2592,"17 Mimosa Hall, Leopardstown, Dublin 18, Co. Dublin",1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/17-Mimosa-Hall-Leopardstown-Dublin-18-Co-Dublin/5422815
459,"Merrion Village, Dublin 4",1700.0,"1 bedroom (1 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Merrion-Village-Dublin-4/5429401/
2582,Merrion Village,1700.0,"1 bedroom (1 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Merrion-Village/5429401
3715,"104 Galtrim Grange, Malahide, Dublin",1700.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/104-galtrim-grange-malahide-dublin/4510970
2489,86 Northumberland Road,1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/86-Northumberland-Road/5459330
5151,"Glasanaon Road, Finglas, Dublin 11",1700.0,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-glasanaon-road-finglas-dublin-11/3435509
3748,"Grand Canal Wharf, South Dock Road, Dublin 4, Dublin",1700.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/grand-canal-wharf-south-dock-road-dublin-4-dublin/4511741
5138,"Merrion Village, Dublin 4",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-merrion-village-dublin-4/3430531
5150,"The Hardwicke, Smithfield, Dublin 1",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-hardwicke-smithfield-dublin-1/3434019
967,"Highgrove, Mount Talbot, Clondalkin, Dublin 22, Clondalkin, Dublin 22",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Highgrove-Mount-Talbot-Clondalkin-Dublin-22-Clondalkin-Dublin-22/5282334/
5149,"Apartment 28, The Red Mill, Dublin 7",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-28-the-red-mill-dublin-7/3287726
5148,"Flat 7, 16 Grove Park, Rathmines, Dublin 6",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-7-16-grove-park-rathmines-dublin-6/2829066
5147,"20 Waterside Drive, Malahide, Co. Dublin",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-20-waterside-drive-malahide-co-dublin/3436126
2852,Longford House,1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Longford-House/5295161
2847,Beaumont Court,1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Beaumont-Court/5297653
2451,Whitworth Hall. Morning Star Avenue,1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Whitworth-Hall-Morning-Star-Avenue/5471283
5146,"Boyne House, Custom House Square, IFSC, Dublin 1",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-boyne-house-custom-house-square-ifsc-dublin-1/2906871
5145,"Apartment 124, Westend Village, Blanchardstown, Dublin 15",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-124-westend-village-blanchardstown-dublin-15/3421437
5144,"College Court, Kevin Street Lower, Dublin 8",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-college-court-kevin-street-lower-dublin-8/3410961
3755,"Glasanaon Road, Finglas, Dublin 11",1700.0,3 beds,https://www.myhome.ie/rentals/brochure/glasanaon-road-finglas-dublin-11/4512530
5143,"Fortunes Lawn, Citywest, Co. Dublin",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fortunes-lawn-citywest-co-dublin/3199460
21,"29 Ave Maria Road, Maryland, Dublin 8",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/29-Ave-Maria-Road-Maryland-Dublin-8/5495837/
2464,"Malahide Road, Donnycarney, Dublin 3",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Malahide-Road-Donnycarney-Dublin-3/5464079
5173,"Capel Street, Dublin 1",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-capel-street-dublin-1/3434122
2466,"Millfield, The Links,",1700.0,"2 bedrooms (2 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Millfield-The-Links/5462060
5141,"35 - 38 Mountjoy Square South, Dublin 1",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-35-38-mountjoy-square-south-dublin-1/3223667
2468,Capel Street,1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Capel-Street/5462056
5140,"Tramway Court, Tallaght, Dublin 24",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-tramway-court-tallaght-dublin-24/3423458
2470,The Hardwicke,1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Hardwicke/5462009
5139,"New Cabra Road, Cabra, Dublin 7",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-new-cabra-road-cabra-dublin-7/2734109
3751,"66 Temple Gardens, Santry,   Dublin 9, D09FP79",1700.0,"2 beds, 2 baths, 67m 2, , Apartment",https://www.myhome.ie/rentals/brochure/66-temple-gardens-santry-dublin-9-d09fp79/4509069
823,"25 Killininny Court, Firhouse, Dublin 24",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/25-Killininny-Court-Firhouse-Dublin-24/5332229/
3750,"3 Baltrasna House, IFSC,   Dublin 1",1700.0,"1 bed, 2 baths, 55m 2, , Studio",https://www.myhome.ie/rentals/brochure/3-baltrasna-house-ifsc-dublin-1/4502435
2789,"25 Killininny Court, Firhouse, Dublin 24, Co. Dublin",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/25-Killininny-Court-Firhouse-Dublin-24-Co-Dublin/5332229
821,"Parklands, Nothwood, Santry, Dublin 9",1700.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Parklands-Nothwood-Santry-Dublin-9/5332272/
2765,"Apartment 124, Westend Village",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-124-Westend-Village/5346469
5174,"Seapark Apartments, Mount Prospect Avenue, Clontarf, Dublin 3",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-seapark-apartments-mount-prospect-avenue-clontarf-dublin-3/3435537
164,"Seapark Apartments, Mount Prospect Avenue, Clontarf, Dublin 3",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Seapark-Apartments-Mount-Prospect-Avenue-Clontarf-Dublin-3/5476731/
1029,"35-38 Mountjoy Sq, Dublin 1",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/35-38-Mountjoy-Sq-Dublin-1/5260232/
3123,Chandlers Guild,1700.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Chandlers-Guild/5030437
1419,"Apartment 10 Grove Court, Grove Road, Blanchardstown, Dublin 15",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-10-Grove-Court-Grove-Road-Blanchardstown-Dublin-15/5054168/
1436,"Chandlers Guild, Dublin 8",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Chandlers-Guild-Dublin-8/5030437/
258,"The Hardwicke, Smithfield, Dublin 1",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Hardwicke-Smithfield-Dublin-1/5462009/
944,"Longford House, Dublin 1",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Longford-House-Dublin-1/5295161/
252,"Capel Street, Dublin 1",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Capel-Street-Dublin-1/5462056/
250,"Millfield, The Links, Portmarnock, Co. Dublin",1700.0,"2 bedrooms (2 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Millfield-The-Links-Portmarnock-Co-Dublin/5462060/
246,"Malahide Road, Donnycarney, Dublin 3, Malahide, Co. Dublin",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Malahide-Road-Donnycarney-Dublin-3-Malahide-Co-Dublin/5464079/
5175,"Chandlers Guild, Dublin 8",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-chandlers-guild-dublin-8/3254222
238,"Castleview Walk Swords, Swords, Co. Dublin",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Castleview-Walk-Swords-Swords-Co-Dublin/5464105/
3890,"Semple House, Custom House Square, IFSC, Dublin 1",1700.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/semple-house-custom-house-square-ifsc-dublin-1/4510705
1499,"Leitrim Lodge, 71 Blessington Street, Dublin 1",1700.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Leitrim-Lodge-71-Blessington-Street-Dublin-1/4955060/
1502,"47 Mountjoy Square South, Dublin 1",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/47-Mountjoy-Square-South-Dublin-1/4953853/
5202,"35-38 Mountjoy Sq, Dublin 1",1700.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-35-38-mountjoy-sq-dublin-1/3410972
1536,"Summerhill, Dublin 1",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Summerhill-Dublin-1/4903517/
863,"Fisherman's Wharf, Ringsend, Dublin 4",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Fishermans-Wharf-Ringsend-Dublin-4/5322983/
5201,"Academy Building, Park West, Dublin 12",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-academy-building-park-west-dublin-12/3285152
5200,"Black Street, Infirmary Road, Dublin 7",1700.0,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-black-street-infirmary-road-dublin-7/3283179
5199,"Whitworth Hall. Morning Star Avenue, Smithfield, Dublin 1",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-whitworth-hall-morning-star-avenue-smithfield-dublin-1/3434794
5198,"Westland Square, Dublin 2",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-westland-square-dublin-2/3425081
5197,"Millfield, The Links, Portmarnock, Co. Dublin",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-millfield-the-links-portmarnock-co-dublin/3434131
5196,"Premier Square, Finglas Road, Glasnevin, Dublin 11",1700.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-premier-square-finglas-road-glasnevin-dublin-11/3432532
5195,"Malahide Road, Donnycarney, Dublin 3, Malahide, Co. Dublin",1700.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-malahide-road-donnycarney-dublin-3-malahide-co-dublin/3434196
4130,"Crumlin Road, Crumlin, Dublin 12",1700.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/crumlin-road-crumlin-dublin-12/4495064
1092,"Apartment 28, The Red Mill, Dublin 7",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-28-The-Red-Mill-Dublin-7/5239172/
4129,"Elgin Road, Ballsbridge, Dublin 4",1700.0,"1 bed, 1 bath, 1m 2, , Apartment",https://www.myhome.ie/rentals/brochure/elgin-road-ballsbridge-dublin-4/4495083
288,"86 Northumberland Road, Ballsbridge, Dublin 4",1700.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/86-Northumberland-Road-Ballsbridge-Dublin-4/5459330/
4101,"2 Edenvale, Eden Court, Rathfarnham, Dublin 14, D16 AE80",1700.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/2-edenvale-eden-court-rathfarnham-dublin-14-d16-ae80/4498635
712,"Tramway Court, Tallaght, Tallaght, Dublin 24",1700.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Tramway-Court-Tallaght-Tallaght-Dublin-24/5369115/
1154,"Black Street, Infirmary Road, Dublin 7",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Black-Street-Infirmary-Road-Dublin-7/5214478/
3677,"125 Shangan Road, Ballymun,   Dublin 9, D09 A0X8",1700.0,"2 beds, 2 baths, 70m 2, Apartment",https://www.myhome.ie/rentals/brochure/125-shangan-road-ballymun-dublin-9-d09-a0x8/4510021
936,"Beaumont Court, Beaumont, Dublin 9",1700.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Beaumont-Court-Beaumont-Dublin-9/5297653/
4113,"Fortunes Lawn, Citywest, Dublin",1700.0,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/fortunes-lawn-citywest-dublin/4497651
3248,"Smithfield Village, Dublin 7",1700.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Smithfield-Village-Dublin-7/4583861
4056,"47 Mountjoy Square, Mountjoy Square, Dublin 1, D01X598",1700.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/47-mountjoy-square-mountjoy-square-dublin-1-d01x598/4503950
