Address,Price per month €,Beds,Capacity,Link
"Apartment 13, 539 North Circular Road, Dublin 1",1450.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-13-539-north-circular-road-dublin-1/3532279
"21 Fitzgibbon Street, Dublin 1",1450.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-21-fitzgibbon-street-dublin-1/3536757
"21 Fitzgibbon Street, Dublin 1",1450.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/21-Fitzgibbon-Street-Dublin-1/6172807/
"Apartment 41, Pier 19, Dublin",1475.0,1,furnished studio,https://www.let.ie/property-to-rent/Apartment-41-Pier-19/6186061
"The Sycamore, Parkview, Stepaside, Dublin 18, Co. Dublin",1475.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Sycamore-Parkview-Stepaside-Dublin-18-Co-Dublin/6183129
"The Sycamore, Parkview, Stepaside, Dublin 18",1475.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Sycamore-Parkview-Stepaside-Dublin-18/6183129/
"Eugene Street, The Coombe, Dublin 8",1475.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Eugene-Street-The-Coombe-Dublin-8/6000189/
"Apartment 41, Pier 19, Dublin 8",1475.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Apartment-41-Pier-19-Dublin-8/6186061/
"Apartment 41, Pier 19, Dublin 8",1475.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-apartment-41-pier-19-dublin-8/3538888
"Eugene street, The Coombe, Dublin 8",1475.0,1,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-eugene-street-the-coombe-dublin-8/3500005
"The Sycamore, Parkview, Stepaside, Dublin 18",1475.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-sycamore-parkview-stepaside-dublin-18/3538386
"Thomas Street, Dublin",1476.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Thomas-Street/6168501
"Thomas Street, Dublin 8",1476.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-thomas-street-dublin-8/3536002
"Thomas Street, Dublin 8",1476.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Thomas-Street-Dublin-8/6168501/
"Apt 3, 40 New Cabra Road, Phibsborough, Dublin 7",1478.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-3-40-New-Cabra-Road-Phibsborough-Dublin-7/5243216/
"40 Cabra Road, North Circular Road, Dublin 1",1478.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-40-cabra-road-north-circular-road-dublin-1/3510937
"Apt 3, 40 New Cabra Road, Phibsborough, Dublin 7",1478.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-3-40-new-cabra-road-phibsborough-dublin-7/3289353
"Hybreasal House, South Circular Road, Dublin 8, Dublin 8",1478.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Hybreasal-House-South-Circular-Road-Dublin-8-Dublin-8/6185355/
"Apt 3, 40 New Cabra Road, Dublin",1478.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-3-40-New-Cabra-Road/5243216
"Hybreasal House, South Circular Road, Dublin 8",1478.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hybreasal-house-south-circular-road-dublin-8/3538749
"40 Cabra Road, North Circular Road, Dublin 1",1478.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/40-Cabra-Road-North-Circular-Road-Dublin-1/6060748/
"The Old Music Hall, Cows Lane, Templebar, Temple Bar, Dublin 2",1495.0,1,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-old-music-hall-cows-lane-templebar-temple-bar-dublin-2/4523559
"Gandon Hall, Dublin 1",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Gandon-Hall-Dublin-1/6175923/
"The Old Music Hall, Templebar, Dublin 2",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Old-Music-Hall-Templebar-Dublin-2/6047145
"Apartment 64, Block C, Seven Oaks, Kilmainham, Dublin 8",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-64-Block-C-Seven-Oaks-Kilmainham-Dublin-8/6083311/
"Apartment 64, Block C, Seven Oaks, Dublin",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-64-Block-C-Seven-Oaks/6083311
"Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",1495.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mespil-estate-sussex-road-ballsbridge-dublin-4/3423169
"Apartment 64, Block C, Seven Oaks, Kilmainham, Dublin 8",1495.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-64-block-c-seven-oaks-kilmainham-dublin-8/3515888
"Gandon Hall, Dublin",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Gandon-Hall/6175923
"The Old Music Hall, Templebar, Dublin 2, Temple Bar, Dublin 2",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Old-Music-Hall-Templebar-Dublin-2-Temple-Bar-Dublin-2/6047145/
"The Old Music Hall, Templebar, Dublin 2, Temple Bar",1495.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-old-music-hall-templebar-dublin-2-temple-bar/3507025
"Gandon Hall, Dublin 1",1495.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-gandon-hall-dublin-1/3537508
"Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",1495.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mespil-Estate-Sussex-Road-Ballsbridge-Dublin-4/5365920/
"Apartment 9, Windermere, Gilford Road, Sandymount, Dublin 4",1500.0,1,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-9-windermere-gilford-road-sandymount-dublin-4/4503861
"D3, Menlough House, Rathgar, Dublin 6",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-d3-menlough-house-rathgar-dublin-6/3433234
"60 Pembroke Road, Ballsbridge, Dublin 4",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-60-pembroke-road-ballsbridge-dublin-4/3535183
"Sundrive Road, Kimmage, Dublin 12",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-sundrive-road-kimmage-dublin-12/3543195
"Apartment 3, 31-35 Gardiner Street Middle, Dublin 1",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-3-31-35-gardiner-street-middle-dublin-1/3531307
"Mountjoy Square West, Dublin 1",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mountjoy-square-west-dublin-1/3512983
"59 Castle Gate Apartments, Castle Street, Dublin 2, Dublin",1500.0,1,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/59-castle-gate-apartments-castle-street-dublin-2-dublin/4217573
"Studio Apartment, Citywest Quarter, Citywest, Citywest, Co. Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Studio-Apartment-Citywest-Quarter-Citywest-Citywest-Co-Dublin/4318385
"Studio Apartment, Citywest Quarter, Citywest, Citywest, Co. Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Studio-Apartment-Citywest-Quarter-Citywest-Citywest-Co-Dublin/4318385/
"South Circular Road, South Circular Road, Dublin 8",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/South-Circular-Road-South-Circular-Road-Dublin-8/3271293/
"Apartment 26, 6 Usher\'s Quay, Dublin 8",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-26-6-Ushers-Quay-Dublin-8/6202426/
"37 Brookville Park, Blackrock, Co. Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/37-Brookville-Park-Blackrock-Co-Dublin/6195984/
"60 Pembroke Road, Ballsbridge, Dublin 4",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/60-Pembroke-Road-Ballsbridge-Dublin-4/6165523/
"Belgrave Sq, Ranelagh, Dublin 6",1500.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Belgrave-Sq-Ranelagh-Dublin-6/6161763/
"Flat 1 92 Drumcondra Road lower, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Flat-1-92-Drumcondra-Road-lower/5621619
"Apartment 3, 31-35 Gardiner Street Middle, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-3-31-35-Gardiner-Street-Middle/6148924
"105 Greenlea Road, Terenure, Dublin 6w",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/105-Greenlea-Road-Terenure-Dublin-6w/6195644/
"11 Aldrin Walk, Coolock, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/11-Aldrin-Walk-Coolock/6159282
"Raheny, The Glen, Bettyglen, Dublin 5",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-raheny-the-glen-bettyglen-dublin-5/3524141
"D3, Menlough House, Rathgar, Dublin 6",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/D3-Menlough-House-Rathgar-Dublin-6/5455428/
"105 Greenlea Road, Terenure, Dublin 6W",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-105-greenlea-road-terenure-dublin-6w/3541173
"King's Court, Dublin 1",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-kings-court-dublin-1/3482068
"Flat 1 92 Drumcondra Road lower, Drumcondra, Dublin 3",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-1-92-drumcondra-road-lower-drumcondra-dublin-3/3460047
"Blackhorse Avenue 16A, Cabra, Dublin 7",1500.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-blackhorse-avenue-16a-cabra-dublin-7/3501361
"Stearne House, Dean Court, Patrick Street, Dublin, Christchurch, Dublin 8",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-stearne-house-dean-court-patrick-street-dublin-christchurch-dublin-8/3541549
"Apt. 2, 110 Philipsburgh Avenue, Dublin",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-2-110-philipsburgh-avenue/3475087
"St Andrews Hall, Main street, Lucan, Co. Dublin",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-st-andrews-hall-main-street-lucan-co-dublin/3540507
"Flat 12A/12, Conquer Hill Avenue, Dublin",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-12a-12-conquer-hill-avenue/3537735
"La Touche Hall, 38-39 Aungier Street, Dublin 2",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-la-touche-hall-38-39-aungier-street-dublin-2/3531064
"1 Woodfarm Cottages, Lucan Road Old, Palmerstown, Dublin 20",1500.0,1,"1 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-woodfarm-cottages-lucan-road-old-palmerstown-dublin-20/3497220
"Apartment 2, 64 Mountjoy Square West, Dublin 1",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-2-64-mountjoy-square-west-dublin-1/3528324
"175 The Spinnaker, Arran Quay, Smithfield, Dublin 7",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-175-the-spinnaker-arran-quay-smithfield-dublin-7/3540700
"37 Brookville Park, Blackrock, Co. Dublin",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-37-brookville-park-blackrock-co-dublin/3541255
"Belgrave Sq, Ranelagh, Dublin 6",1500.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-belgrave-sq-ranelagh-dublin-6/3534523
"Apartment 26, 6 Usher's Quay, Dublin 8",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-26-6-ushers-quay-dublin-8/3542758
"11 Aldrin Walk, Coolock, Kilmore, Dublin 5",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-11-aldrin-walk-coolock-kilmore-dublin-5/3533766
"Avonmore Avenue, Tallaght, Dublin 24",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-avonmore-avenue-tallaght-dublin-24/2939344
"South Circular Road, Dublin 8",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-south-circular-road-dublin-8/2833800
"Citywest Quarter, Citywest, Co. Dublin",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-studio-apartment-citywest-quarter-citywest-co-dublin/3168928
"The Courtyard, Hill Street, Dublin 1",1500.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-courtyard-hill-street-dublin-1/3540834
"Apartment 10, 32-33 Fitzgibbon Street, Dublin 1",1500.0,1,Studio,https://www.daft.ie//for-rent/studio-apartment-apartment-10-32-33-fitzgibbon-street-dublin-1/3517352
"11 Aldrin Walk, Coolock, Kilmore, Dublin 5",1500.0,1,"1 bedroom (1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/11-Aldrin-Walk-Coolock-Kilmore-Dublin-5/6159282/
"Avonmore Avenue, Tallaght, Dublin 24",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Avonmore-Avenue-Tallaght-Dublin-24/3948129/
"Flat 12A/12, Conquer Hill Avenue, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Flat-12A12-Conquer-Hill-Avenue/6176652
"Mountjoy Square West, Dublin 1",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mountjoy-Square-West-Dublin-1/6072156/
"Aungier Street , South City Centre, Dublin 2",1500.0,1,"1 bed, 1 bath, 23m 2, , Studio",https://www.myhome.ie/rentals/brochure/aungier-street-south-city-centre-dublin-2/4348248
"Blackhorse Avenue 16a, Cabra, Dublin 7",1500.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Blackhorse-Avenue-16a-Cabra-Dublin-7/6015079/
"Sundrive Road, Kimmage, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Sundrive-Road-Kimmage/6204130
"Apartment 26, 6 Usher\'s Quay, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-26-6-Ushers-Quay/6202426
"Apt. 2, 110 Philipsburgh Avenue, Dublin 3",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-2-110-Philipsburgh-Avenue-Dublin-3/5763492/
"La Touche Hall, 38-39 Aungier Street, Dublin 2",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/La-Touche-Hall-38-39-Aungier-Street-Dublin-2/6147964/
"1 Woodfarm Cottages, Lucan Road Old, Palmerstown, Dublin 20",1500.0,1,"1 bedroom (1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/1-Woodfarm-Cottages-Lucan-Road-Old-Palmerstown-Dublin-20/5976898/
"Cherrywood Rd, Dublin, Dublin 18, Dublin",1500.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/cherrywood-rd-dublin-dublin-18-dublin/4405061
"Sundrive Road, Kimmage, Kimmage, Dublin 12",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Sundrive-Road-Kimmage-Kimmage-Dublin-12/6204130/
"Apt. 2, 110 Philipsburgh Avenue, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-2-110-Philipsburgh-Avenue/5763492
"King's Court, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Kings-Court/5831222
"37 Brookville Park, Blackrock, Co. Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/37-Brookville-Park-Blackrock-Co-Dublin/6195984
"Mountjoy Square West, Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Mountjoy-Square-West/6072156
"Flat 12a/12, Conquer Hill Avenue, Dublin 3",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-12a12-Conquer-Hill-Avenue-Dublin-3/6176652/
"Apartment 2, 64 Mountjoy Square West, Dublin 1",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-2-64-Mountjoy-Square-West-Dublin-1/6133793/
"Apartment 10, 32-33 Fitzgibbon Street, Dublin 1",1500.0,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Apartment-10-32-33-Fitzgibbon-Street-Dublin-1/6089851/
"Apartment 3, 31-35 Gardiner Street Middle, Dublin 1",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-3-31-35-Gardiner-Street-Middle-Dublin-1/6148924/
"18 Temple court Hogan place Dublin , Dublin 2, Dublin",1500.0,1,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/18-temple-court-hogan-place-dublin-dublin-2-dublin/4316106
"Flat 12A, 12, Conquer Hill Avenue, Dublin 3, Dublin",1500.0,1,"1 bed, Apartment",https://www.myhome.ie/rentals/brochure/flat-12a-12-conquer-hill-avenue-dublin-3-dublin/4529067
"King's Court, Dublin 1",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Kings-Court-Dublin-1/5831222/
"The Courtyard, Hill Street, Dublin 1",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Courtyard-Hill-Street-Dublin-1/6194186/
"175 The Spinnaker, Arran Quay, Smithfield, Dublin 7",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/175-The-Spinnaker-Arran-Quay-Smithfield-Dublin-7/6194101/
"Stearne House, Dean Court, Patrick Street, Dublin, Christchurch, Dublin 8",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Stearne-House-Dean-Court-Patrick-Street-Dublin-Christchurch-Dublin-8/6197165/
"Flat 1 92 Drumcondra Road Lower, Drumcondra, Dublin 3",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-1-92-Drumcondra-Road-Lower-Drumcondra-Dublin-3/5621619/
"St Andrews Hall, Main Street, Lucan, Co. Dublin",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/St-Andrews-Hall-Main-Street-Lucan-Co-Dublin/6193279/
"Raheny, The Glen, Bettyglen, Raheny, Dublin 5",1500.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Raheny-The-Glen-Bettyglen-Raheny-Dublin-5/6118242/
"Maxwell Street, Dublin 8",1525.0,1,"1 bed, , Terraced House",https://www.myhome.ie/rentals/brochure/maxwell-street-dublin-8/4526959
"Maxwell Street, Dublin 8",1525.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Maxwell-Street-Dublin-8/6121389/
"Georges Hill, Balbriggan, Co. Dublin",1525.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-georges-hill-balbriggan-co-dublin/3416542
"Amiens Street, Dublin",1525.0,1,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Amiens-Street/5787613
"Amiens Street, Dublin 1",1525.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Amiens-Street-Dublin-1/5787613/
"Maxwell Street, Dublin 8",1525.0,1,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-maxwell-street-dublin-8/3524937
"Georges Hill, Balbriggan, Co. Dublin",1525.0,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Georges-Hill-Balbriggan-Co-Dublin/5306197/
"Maxwell Street, Dublin",1525.0,1,"1 bedroom (1 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Maxwell-Street/6121389
"Amiens Street, Dublin 1",1525.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-amiens-street-dublin-1/3477297
"B4, Menlough House, Rathmines, Dublin 6",1530.0,1,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-b4-menlough-house-rathmines-dublin-6/3222731
